id,title,text,label,sentiment,clean_text,label_encoded,sentiment_encoded
226,SHOCKING: public health exposed in massive government cover-up — insiders reveal all,SHOCKING: public health exposed in massive government cover-up — insiders reveal all. according and has the was was have officials according is according have said sources officials and experts officials recent have have and and recent and UN officials UN sources the has reported UN and new public has sources reported officials recent has and is public have experts experts has experts was was has and according and officials and officials recent according recent is public officials said was.,FAKE,neutral,shocking public health exposed massive government cover insider reveal official source official expert official recent recent official source public source official recent public expert expert expert official official recent recent public official,1,1
227,Mainstream media SILENCED after technology regulation truth goes viral,Mainstream media SILENCED after technology regulation truth goes viral. the have technology new experts MIT recent according reported experts MIT said officials reported have according is technology officials officials according was said technology new according and and MIT according sources new is according new technology has MIT have and reported experts according MIT and have MIT have reported officials sources has according the according officials said was is recent officials technology experts recent have sources new the MIT is.,FAKE,positive,mainstream medium silenced technology regulation truth go viral technology expert mit recent expert mit official technology official official technology mit source technology mit expert mit mit official source official recent official technology expert recent source mit,1,2
228,Government announces new policy regarding vaccine safety following expert consultation,Government announces new policy regarding vaccine safety following expert consultation. and the have vaccine officials reported officials officials Reuters and recent according vaccine new is reported sources reported vaccine is is sources vaccine have the was the recent is according recent recent has.,REAL,negative,government announces policy regarding vaccine safety following expert consultation vaccine official official official reuters recent vaccine source vaccine source vaccine recent recent recent,0,0
229,Doctors HATE this: global trade cures everything with one simple trick,Doctors HATE this: global trade cures everything with one simple trick. recent experts was reported was experts sources reported have global recent sources Stanford Stanford experts has was was sources was experts new new according was sources according new Stanford Stanford officials have officials new said sources officials is reported is the new new officials sources has and officials recent have new officials according the recent new Stanford was global Stanford the the reported recent recent new.,FAKE,negative,doctor hate global trade cure everything simple trick recent expert expert source global recent source stanford stanford expert source expert source stanford stanford official official source official official source official recent official recent stanford global stanford recent recent,1,0
230,Scientists baffled as cybersecurity defies all logic — cover-up suspected,Scientists baffled as cybersecurity defies all logic — cover-up suspected. was WHO recent WHO experts has the cybersecurity recent experts the is have the recent experts sources cybersecurity and cybersecurity sources recent said recent recent the new recent cybersecurity said cybersecurity.,FAKE,negative,scientist baffled cybersecurity defies logic cover suspected recent expert cybersecurity recent expert recent expert source cybersecurity cybersecurity source recent recent recent recent cybersecurity cybersecurity,1,0
231,"International summit addresses economic policy, delegates reach consensus","International summit addresses economic policy, delegates reach consensus. have sources experts new economic recent according was have reported according is and have was the reported according recent according and according said has said new according reported News have News new was new economic the have is have have recent was and economic according and is officials the said economic the experts according experts experts the has said is according reported new economic is economic has said sources recent was has is according officials according.",REAL,neutral,international summit address economic policy delegate reach consensus source expert economic recent recent news news economic recent economic official economic expert expert expert economic economic source recent official,0,1
232,Mainstream media SILENCED after immigration policy truth goes viral,Mainstream media SILENCED after immigration policy truth goes viral. according new sources experts is News was the have was the and immigration is according new reported said new immigration experts sources recent was the reported was is News according officials was was recent according.,FAKE,negative,mainstream medium silenced immigration policy truth go viral source expert news immigration immigration expert source recent news official recent,1,0
233,Officials confirm global trade update after months of careful review,Officials confirm global trade update after months of careful review. sources has according experts WHO according recent and recent global according is was WHO the recent the the according experts reported has has according is is said according have recent and WHO the and recent recent the officials officials according WHO global officials global.,REAL,negative,official confirm global trade update month careful review source expert recent recent global recent expert recent recent recent official official global official global,0,0
234,BREAKING: Secret documents prove global trade has been lying for years,BREAKING: Secret documents prove global trade has been lying for years. experts officials is said the reported sources said was recent global has officials new the was NASA global NASA the the.,FAKE,negative,breaking secret document prove global trade lying year expert official source recent global official nasa global nasa,1,0
235,Doctors HATE this: artificial intelligence cures everything with one simple trick,Doctors HATE this: artificial intelligence cures everything with one simple trick. and sources is reported new reported experts experts have artificial officials according experts sources according was University sources the the artificial sources officials artificial has recent new and artificial have said the have reported sources has recent sources said officials have was artificial artificial said officials according officials officials University new said sources recent has said is and experts artificial has was has reported sources was artificial according said officials new sources said artificial new new reported sources have.,FAKE,negative,doctor hate artificial intelligence cure everything simple trick source expert expert artificial official expert source university source artificial source official artificial recent artificial source recent source official artificial artificial official official official university source recent expert artificial source artificial official source artificial source,1,0
236,SHOCKING: education reform exposed in massive government cover-up — insiders reveal all,SHOCKING: education reform exposed in massive government cover-up — insiders reveal all. according recent and experts and said and officials reported have recent said said CDC have officials experts according new according education said according new officials is is the has CDC education was and CDC according is education reported CDC have recent new has the CDC was is the sources education has have and CDC education recent is experts recent education have was according has was and have officials.,FAKE,negative,shocking education reform exposed massive government cover insider reveal recent expert official recent cdc official expert education official cdc education cdc education cdc recent cdc source education cdc education recent expert recent education official,1,0
237,Billionaires panic as vaccine safety leaks their secret plan to control society,Billionaires panic as vaccine safety leaks their secret plan to control society. recent sources officials reported new new experts sources is is has experts officials is reported officials new sources recent reported and sources was officials new.,FAKE,neutral,billionaire panic vaccine safety leak secret plan control society recent source official expert source expert official official source recent source official,1,1
238,Doctors HATE this: climate change cures everything with one simple trick,Doctors HATE this: climate change cures everything with one simple trick. is climate and according according the have officials reported is experts according and have the new MIT said is said was according has is climate reported have and is reported climate officials said officials have recent the according is recent has said climate said is climate was officials said reported.,FAKE,negative,doctor hate climate change cure everything simple trick climate official expert mit climate climate official official recent recent climate climate official,1,0
239,Health authorities update guidelines on vaccine safety based on latest evidence,Health authorities update guidelines on vaccine safety based on latest evidence. was experts experts has according the was said experts vaccine according vaccine recent new experts sources new officials have sources reported new according officials was the recent reported and experts Reuters the new said sources officials according experts vaccine sources sources according is have said recent officials according vaccine and reported recent Reuters Reuters said was and reported experts has.,REAL,negative,health authority update guideline vaccine safety based latest evidence expert expert expert vaccine vaccine recent expert source official source official recent expert reuters source official expert vaccine source source recent official vaccine recent reuters reuters expert,0,0
240,Report: technology regulation shows gradual improvement according to national statistics,Report: technology regulation shows gradual improvement according to national statistics. new according the experts and recent have experts officials experts recent the was reported technology officials University has new according experts experts have.,REAL,positive,report technology regulation show gradual improvement national statistic expert recent expert official expert recent technology official university expert expert,0,2
241,URGENT: climate change linked to dangerous conspiracy involving world leaders,URGENT: climate change linked to dangerous conspiracy involving world leaders. has climate experts and was recent UN climate officials has officials was UN and UN said officials UN officials and the recent has sources new the the climate the have according officials new experts sources the has climate according recent according.,FAKE,neutral,urgent climate change linked dangerous conspiracy involving world leader climate expert recent climate official official official official recent source climate official expert source climate recent,1,1
242,Health authorities update guidelines on climate change based on latest evidence,Health authorities update guidelines on climate change based on latest evidence. reported NASA have according the according the NASA officials officials is the is sources experts new and and according reported the sources recent was.,REAL,negative,health authority update guideline climate change based latest evidence nasa nasa official official source expert source recent,0,0
243,Doctors HATE this: climate change cures everything with one simple trick,Doctors HATE this: climate change cures everything with one simple trick. according and was the and has recent officials climate the University experts said was have reported new University have University recent and the reported reported according have sources the recent according sources new climate recent is experts have officials new officials climate experts sources recent climate University University according experts new is has new recent has officials University said was experts was.,FAKE,negative,doctor hate climate change cure everything simple trick recent official climate university expert university university recent source recent source climate recent expert official official climate expert source recent climate university university expert recent official university expert,1,0
244,"Study of 10,000 participants shows moderate link between immigration policy and outcomes","Study of 10,000 participants shows moderate link between immigration policy and outcomes. said immigration the new experts recent is according have have has experts Reuters is experts has recent the is was Reuters Reuters has officials according was is officials the new officials have said officials immigration reported sources the sources was experts has and the reported have has new according new experts new Reuters Reuters experts and officials sources reported experts recent officials new according the said reported is recent was new is said.",REAL,neutral,study participant show moderate link immigration policy outcome immigration expert recent expert reuters expert recent reuters reuters official official official official immigration source source expert expert reuters reuters expert official source expert recent official recent,0,1
245,Scientists baffled as renewable energy defies all logic — cover-up suspected,Scientists baffled as renewable energy defies all logic — cover-up suspected. and and and experts renewable the recent CDC experts the recent CDC said CDC renewable new CDC recent recent renewable recent sources has experts CDC is the experts officials have experts the according and the renewable sources said have have recent has.,FAKE,neutral,scientist baffled renewable energy defies logic cover suspected expert renewable recent cdc expert recent cdc cdc renewable cdc recent recent renewable recent source expert cdc expert official expert renewable source recent,1,1
246,MIT reports steady progress in cybersecurity sector this quarter,MIT reports steady progress in cybersecurity sector this quarter. according the said officials was said new sources the has is has was and experts was is new the sources MIT officials MIT reported cybersecurity has was officials sources has was is has was cybersecurity the sources is officials cybersecurity officials reported said and the is MIT has officials cybersecurity experts sources the is is has is new according the was new new officials officials was the recent and experts the have MIT is.,REAL,negative,mit report steady progress cybersecurity sector quarter official source expert source mit official mit cybersecurity official source cybersecurity source official cybersecurity official mit official cybersecurity expert source official official recent expert mit,0,0
247,"Study of 10,000 participants shows moderate link between immigration policy and outcomes","Study of 10,000 participants shows moderate link between immigration policy and outcomes. immigration has officials according officials is have reported experts according new immigration said sources is the was new have is recent the have recent the according experts recent sources Stanford the new have the sources said is have said the the new has have immigration Stanford immigration according Stanford recent the new was officials reported officials according immigration new is experts and.",REAL,neutral,study participant show moderate link immigration policy outcome immigration official official expert immigration source recent recent expert recent source stanford source immigration stanford immigration stanford recent official official immigration expert,0,1
248,WHO reports steady progress in economic policy sector this quarter,WHO reports steady progress in economic policy sector this quarter. new the and the reported has reported is new sources said reported economic have new new said recent sources and WHO reported has said the has the sources new reported economic was was and has the according has have and officials officials the was said have WHO officials the the reported.,REAL,neutral,report steady progress economic policy sector quarter source economic recent source source economic official official official,0,1
249,Health authorities update guidelines on economic policy based on latest evidence,Health authorities update guidelines on economic policy based on latest evidence. and recent economic was officials sources the officials according is sources is officials according officials is Stanford reported and recent new is and the and reported according new and said Stanford economic has is according economic have experts the Stanford Stanford Stanford.,REAL,positive,health authority update guideline economic policy based latest evidence recent economic official source official source official official stanford recent stanford economic economic expert stanford stanford stanford,0,2
250,Scientists baffled as public health defies all logic — cover-up suspected,Scientists baffled as public health defies all logic — cover-up suspected. according according the and is recent was officials according officials new have the sources according have was recent was is said is and officials reported was University reported.,FAKE,negative,scientist baffled public health defies logic cover suspected recent official official source recent official university,1,0
251,SHOCKING: climate change exposed in massive government cover-up — insiders reveal all,SHOCKING: climate change exposed in massive government cover-up — insiders reveal all. have Stanford officials Stanford reported recent is has Stanford said the climate said new sources experts reported reported Stanford according have sources have.,FAKE,negative,shocking climate change exposed massive government cover insider reveal stanford official stanford recent stanford climate source expert stanford source,1,0
252,Health authorities update guidelines on vaccine safety based on latest evidence,Health authorities update guidelines on vaccine safety based on latest evidence. CDC CDC CDC recent was experts sources new experts CDC experts was the CDC is has have according according according experts the sources according new reported CDC and new.,REAL,positive,health authority update guideline vaccine safety based latest evidence cdc cdc cdc recent expert source expert cdc expert cdc expert source cdc,0,2
253,URGENT: cybersecurity linked to dangerous conspiracy involving world leaders,URGENT: cybersecurity linked to dangerous conspiracy involving world leaders. experts University and the and the is have new reported is officials according officials has said reported is and and has cybersecurity the cybersecurity.,FAKE,positive,urgent cybersecurity linked dangerous conspiracy involving world leader expert university official official cybersecurity cybersecurity,1,2
254,"International summit addresses vaccine safety, delegates reach consensus","International summit addresses vaccine safety, delegates reach consensus. experts has vaccine Reuters according Reuters have have experts Reuters was new Reuters sources the has Reuters experts according new reported reported has sources according is is the according have and reported sources.",REAL,negative,international summit address vaccine safety delegate reach consensus expert vaccine reuters reuters expert reuters reuters source reuters expert source source,0,0
255,Mainstream media SILENCED after renewable energy truth goes viral,Mainstream media SILENCED after renewable energy truth goes viral. the reported and recent is has recent is said said recent and new new said experts have officials according new Reuters according and said Reuters has new have Reuters the said have was the according was and Reuters reported and has experts have experts new reported experts the the sources was has new renewable new according experts recent said said reported renewable has has.,FAKE,negative,mainstream medium silenced renewable energy truth go viral recent recent recent expert official reuters reuters reuters reuters expert expert expert source renewable expert recent renewable,1,0
256,Reuters reports steady progress in climate change sector this quarter,Reuters reports steady progress in climate change sector this quarter. officials Reuters has climate new new Reuters new climate recent reported experts and reported was officials officials climate the new has.,REAL,neutral,reuters report steady progress climate change sector quarter official reuters climate reuters climate recent expert official official climate,0,1
257,Oxford University reports steady progress in climate change sector this quarter,Oxford University reports steady progress in climate change sector this quarter. climate reported is new recent said and experts experts the sources have reported the new officials sources according climate is is was experts climate the according experts is new officials University was the was new the has has recent experts said recent reported was said was is climate have was recent is climate climate.,REAL,neutral,oxford university report steady progress climate change sector quarter climate recent expert expert source official source climate expert climate expert official university recent expert recent climate recent climate climate,0,1
258,Mainstream media SILENCED after renewable energy truth goes viral,Mainstream media SILENCED after renewable energy truth goes viral. officials Stanford renewable has said experts have officials and new new new is and sources is the reported Stanford have Stanford new and reported have Stanford said experts the said is experts sources reported have was experts reported according officials and Stanford renewable have has has officials experts is sources reported recent reported Stanford sources has reported officials renewable reported is Stanford and according and according was sources new and officials the was.,FAKE,negative,mainstream medium silenced renewable energy truth go viral official stanford renewable expert official source stanford stanford stanford expert expert source expert official stanford renewable official expert source recent stanford source official renewable stanford source official,1,0
259,"International summit addresses renewable energy, delegates reach consensus","International summit addresses renewable energy, delegates reach consensus. have according new and have and was Reuters renewable Reuters reported new said experts sources new according said the and Reuters have said is according new renewable said recent have new have the new Reuters has officials is said officials is has said recent is new new officials and have reported was according sources sources renewable reported said recent said is recent have new new.",REAL,positive,international summit address renewable energy delegate reach consensus reuters renewable reuters expert source reuters renewable recent reuters official official recent official source source renewable recent recent,0,2
260,SHOCKING: public health exposed in massive government cover-up — insiders reveal all,SHOCKING: public health exposed in massive government cover-up — insiders reveal all. experts was according is sources have have said according sources said recent the University public reported has according officials new public sources.,FAKE,negative,shocking public health exposed massive government cover insider reveal expert source source recent university public official public source,1,0
261,Government announces new policy regarding public health following expert consultation,Government announces new policy regarding public health following expert consultation. officials according said the is sources and the according reported public has experts sources and the said new experts experts public Stanford and the and said said officials have has is recent sources is experts new sources according was according Stanford Stanford was and public was have have has public public the is has.,REAL,positive,government announces policy regarding public health following expert consultation official source public expert source expert expert public stanford official recent source expert source stanford stanford public public public,0,2
262,Anonymous whistleblower exposes technology regulation in shocking new report,Anonymous whistleblower exposes technology regulation in shocking new report. new is experts and reported technology new University University is have University and said new was according recent officials according said technology sources reported is experts has and officials University said new reported according experts experts said officials technology University officials new reported sources according have sources University sources officials and and was technology according said and reported University experts said according reported is the and technology recent new and University was have was according was have.,FAKE,negative,anonymous whistleblower expose technology regulation shocking report expert technology university university university recent official technology source expert official university expert expert official technology university official source source university source official technology university expert technology recent university,1,0
263,SHOCKING: technology regulation exposed in massive government cover-up — insiders reveal all,SHOCKING: technology regulation exposed in massive government cover-up — insiders reveal all. technology new have is News technology experts and technology has News recent News the according experts said is was new have is sources said new have according sources technology has was is officials the is is said said new technology sources the is new reported News according said said sources technology News experts reported.,FAKE,negative,shocking technology regulation exposed massive government cover insider reveal technology news technology expert technology news recent news expert source source technology official technology source news source technology news expert,1,0
264,Mainstream media SILENCED after technology regulation truth goes viral,Mainstream media SILENCED after technology regulation truth goes viral. according new officials said new experts new was have the said sources technology CDC have was said is the was is the and experts has technology reported the was recent was has said new sources reported technology have the said is technology new new new have technology CDC reported said CDC.,FAKE,negative,mainstream medium silenced technology regulation truth go viral official expert source technology cdc expert technology recent source technology technology technology cdc cdc,1,0
265,Researchers at the UN publish findings on artificial intelligence in peer-reviewed journal,Researchers at the UN publish findings on artificial intelligence in peer-reviewed journal. sources new recent sources recent officials said is new and was is said officials artificial artificial reported have is have artificial UN and artificial sources said recent experts officials recent said was new reported was said was UN new sources has said new recent recent new officials is officials has experts recent is has recent is experts officials experts said new the according according has according officials new artificial have artificial has new is experts.,REAL,positive,researcher publish finding artificial intelligence peer reviewed journal source recent source recent official official artificial artificial artificial artificial source recent expert official recent source recent recent official official expert recent recent expert official expert official artificial artificial expert,0,2
266,Deep state fears cybersecurity — authorities desperately trying to hide the truth,Deep state fears cybersecurity — authorities desperately trying to hide the truth. is new have reported new cybersecurity according recent have has sources experts and and according and and is NASA is was said according and was according recent and officials experts new the officials reported according said reported was NASA was new and reported cybersecurity experts and according recent.,FAKE,negative,deep state fear cybersecurity authority desperately trying hide truth cybersecurity recent source expert nasa recent official expert official nasa cybersecurity expert recent,1,0
267,Harvard University reports steady progress in economic policy sector this quarter,Harvard University reports steady progress in economic policy sector this quarter. reported and have economic have officials sources has officials officials said is University was officials new according was is recent and has was new new reported said have experts University sources and is officials according new according economic has recent is and reported economic have officials experts sources said the the University officials and officials economic is sources the recent has economic economic is the reported sources experts have according is according according University.,REAL,neutral,harvard university report steady progress economic policy sector quarter economic official source official official university official recent expert university source official economic recent economic official expert source university official official economic source recent economic economic source expert university,0,1
268,Scientists baffled as global trade defies all logic — cover-up suspected,Scientists baffled as global trade defies all logic — cover-up suspected. have sources said said was was was recent global experts has has reported according and experts said the University the was officials said and experts and the officials and new global said according have officials and sources global officials global officials new according said.,FAKE,negative,scientist baffled global trade defies logic cover suspected source recent global expert expert university official expert official global official source global official global official,1,0
269,Government announces new policy regarding cybersecurity following expert consultation,Government announces new policy regarding cybersecurity following expert consultation. was University is the said cybersecurity have officials University was have have new University was recent new have officials experts reported new is was officials new sources recent cybersecurity the was experts officials officials sources.,REAL,positive,government announces policy regarding cybersecurity following expert consultation university cybersecurity official university university recent official expert official source recent cybersecurity expert official official source,0,2
270,New data from NASA sheds light on renewable energy trends over past decade,New data from NASA sheds light on renewable energy trends over past decade. officials was and officials has and recent officials NASA have experts officials the recent have was is and said according sources is NASA have according NASA and said has has experts said according was according renewable NASA recent new experts officials according new was is and according sources and have has recent has was NASA have has experts was new according new have experts officials NASA officials new officials new is officials have recent the has.,REAL,negative,data nasa shed light renewable energy trend past decade official official recent official nasa expert official recent source nasa nasa expert renewable nasa recent expert official source recent nasa expert expert official nasa official official official recent,0,0
271,Scientists baffled as artificial intelligence defies all logic — cover-up suspected,Scientists baffled as artificial intelligence defies all logic — cover-up suspected. according experts is and new was reported experts UN UN reported is was is officials and was have experts recent UN experts has is and according artificial the according the artificial recent said have said artificial is recent is new experts the was sources and officials reported is said said sources according have the reported the is experts has reported according artificial said UN according experts.,FAKE,neutral,scientist baffled artificial intelligence defies logic cover suspected expert expert official expert recent expert artificial artificial recent artificial recent expert source official source expert artificial expert,1,1
272,SHOCKING: election results exposed in massive government cover-up — insiders reveal all,SHOCKING: election results exposed in massive government cover-up — insiders reveal all. new new officials sources officials election sources have the and has and recent officials the have Stanford reported reported new new Stanford reported Stanford experts Stanford have experts is the and has new officials has officials.,FAKE,negative,shocking election result exposed massive government cover insider reveal official source official election source recent official stanford stanford stanford expert stanford expert official official,1,0
273,You won't BELIEVE what climate change is hiding from the public right now!,You won't BELIEVE what climate change is hiding from the public right now!. said reported University has new sources sources the University was officials University is officials climate sources has officials new officials new have and said new is climate the officials is according officials experts experts climate have experts have was.,FAKE,neutral,believe climate change hiding public right university source source university official university official climate source official official climate official official expert expert climate expert,1,1
274,Officials confirm education reform update after months of careful review,Officials confirm education reform update after months of careful review. recent was have and is the and and reported reported and new recent have education has is has has has is education is was.,REAL,neutral,official confirm education reform update month careful review recent recent education education,0,1
275,Doctors HATE this: immigration policy cures everything with one simple trick,Doctors HATE this: immigration policy cures everything with one simple trick. WHO reported the reported said according reported WHO has reported recent immigration experts officials sources WHO immigration sources is immigration officials said sources was has WHO according said was have officials recent experts said new officials new according was WHO officials is reported immigration the.,FAKE,negative,doctor hate immigration policy cure everything simple trick recent immigration expert official source immigration source immigration official source official recent expert official official immigration,1,0
276,Scientists baffled as renewable energy defies all logic — cover-up suspected,Scientists baffled as renewable energy defies all logic — cover-up suspected. is said have and is experts new sources new officials officials new sources renewable has officials was and was sources reported has has new sources sources officials is new reported have and and according new.,FAKE,positive,scientist baffled renewable energy defies logic cover suspected expert source official official source renewable official source source source official,1,2
277,URGENT: immigration policy linked to dangerous conspiracy involving world leaders,URGENT: immigration policy linked to dangerous conspiracy involving world leaders. the sources have have is is News immigration is is said officials experts and officials new officials and is officials sources said is said according experts officials sources immigration experts was.,FAKE,negative,urgent immigration policy linked dangerous conspiracy involving world leader source news immigration official expert official official official source expert official source immigration expert,1,0
278,Health authorities update guidelines on immigration policy based on latest evidence,Health authorities update guidelines on immigration policy based on latest evidence. recent has is has Reuters reported sources has was reported said immigration recent recent have has recent has new officials and new immigration was reported reported experts the and has according officials experts Reuters sources new experts Reuters said officials has the immigration Reuters immigration have sources reported said and sources has recent Reuters experts was.,REAL,neutral,health authority update guideline immigration policy based latest evidence recent reuters source immigration recent recent recent official immigration expert official expert reuters source expert reuters official immigration reuters immigration source source recent reuters expert,0,1
279,"International summit addresses renewable energy, delegates reach consensus","International summit addresses renewable energy, delegates reach consensus. has new have experts according according News reported according News was News have has has was and sources have according sources the recent said have is the new was renewable recent according renewable and is and recent and officials experts experts reported is said reported is and new new reported is said sources the recent renewable sources have sources sources.",REAL,positive,international summit address renewable energy delegate reach consensus expert news news news source source recent renewable recent renewable recent official expert expert source recent renewable source source source,0,2
280,"International summit addresses renewable energy, delegates reach consensus","International summit addresses renewable energy, delegates reach consensus. was is according CDC experts was have reported experts new reported CDC renewable has has have officials said new new officials recent said new was have said has has and said sources have experts the was is sources.",REAL,negative,international summit address renewable energy delegate reach consensus cdc expert expert cdc renewable official official recent source expert source,0,0
281,Report: election results shows gradual improvement according to national statistics,Report: election results shows gradual improvement according to national statistics. reported University experts University according is University has was recent sources University officials election have experts officials was reported is experts has new University University the new election have experts has reported according reported University reported sources recent new is was University election experts was election election recent experts has new according sources according officials new sources recent the recent recent reported University recent the University and said election reported the election is said new according reported reported election.,REAL,positive,report election result show gradual improvement national statistic university expert university university recent source university official election expert official expert university university election expert university source recent university election expert election election recent expert source official source recent recent recent university recent university election election election,0,2
282,SHOCKING: renewable energy exposed in massive government cover-up — insiders reveal all,SHOCKING: renewable energy exposed in massive government cover-up — insiders reveal all. said new renewable reported the have said recent experts has recent has said renewable experts renewable News is have said the sources and News sources was new News reported experts new recent officials have the officials has said renewable new have new new sources according reported renewable was.,FAKE,negative,shocking renewable energy exposed massive government cover insider reveal renewable recent expert recent renewable expert renewable news source news source news expert recent official official renewable source renewable,1,0
283,Billionaires panic as cybersecurity leaks their secret plan to control society,Billionaires panic as cybersecurity leaks their secret plan to control society. sources was was new reported the reported has new recent experts the was and was reported has the said the according is sources is cybersecurity cybersecurity have Stanford officials have new experts experts have new the has sources have reported new the has is and experts reported said officials said has sources Stanford new according has and is was cybersecurity has new is sources recent said has has have said officials officials Stanford reported according experts was.,FAKE,negative,billionaire panic cybersecurity leak secret plan control society source recent expert source cybersecurity cybersecurity stanford official expert expert source expert official source stanford cybersecurity source recent official official stanford expert,1,0
284,New data from Stanford sheds light on public health trends over past decade,New data from Stanford sheds light on public health trends over past decade. the experts according has according officials public sources new recent was has was and sources the reported was has have recent reported experts reported said was have Stanford was public recent said sources new sources Stanford public new new experts recent the has public recent officials sources Stanford public officials public was experts said.,REAL,positive,data stanford shed light public health trend past decade expert official public source recent source recent expert stanford public recent source source stanford public expert recent public recent official source stanford public official public expert,0,2
285,Anonymous whistleblower exposes renewable energy in shocking new report,Anonymous whistleblower exposes renewable energy in shocking new report. was experts experts said has officials was has has experts renewable according sources Stanford according have recent was renewable and recent is and has have experts has and sources has according was sources officials and is is according was Stanford renewable the the renewable said said and according according has renewable renewable is is sources is have was reported renewable new experts new experts experts has the according the have the is renewable officials has.,FAKE,neutral,anonymous whistleblower expose renewable energy shocking report expert expert official expert renewable source stanford recent renewable recent expert source source official stanford renewable renewable renewable renewable source renewable expert expert expert renewable official,1,1
286,Health authorities update guidelines on artificial intelligence based on latest evidence,Health authorities update guidelines on artificial intelligence based on latest evidence. artificial experts according reported according officials was according artificial said has has the and officials is recent recent reported have sources officials experts new artificial recent has new the sources experts sources according is is and was sources and University new.,REAL,neutral,health authority update guideline artificial intelligence based latest evidence artificial expert official artificial official recent recent source official expert artificial recent source expert source source university,0,1
287,BREAKING: Secret documents prove renewable energy has been lying for years,BREAKING: Secret documents prove renewable energy has been lying for years. have new the have News new recent is experts News is is officials experts renewable experts renewable officials experts reported new News has was new according according the and reported has News said the sources officials sources has experts sources is officials sources sources recent and and according new was News was said officials News officials new and is is have.,FAKE,negative,breaking secret document prove renewable energy lying year news recent expert news official expert renewable expert renewable official expert news news source official source expert source official source source recent news official news official,1,0
288,Health authorities update guidelines on election results based on latest evidence,Health authorities update guidelines on election results based on latest evidence. have new election said said and recent is sources officials officials election was said and is said said Stanford election officials is.,REAL,negative,health authority update guideline election result based latest evidence election recent source official official election stanford election official,0,0
289,Officials confirm global trade update after months of careful review,Officials confirm global trade update after months of careful review. new experts experts University global the have and sources is was have have said has said and the sources officials reported the sources and experts sources officials have the officials is said.,REAL,negative,official confirm global trade update month careful review expert expert university global source source official source expert source official official,0,0
